gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22300963,2024-03-15,regular,1610612753,ORL,TOR,ORL,48.0,113.0,40.0,80.0,50.0,14.0,31.0,45.2,19.0,22.0,86.4,6.0,33.0,39.0,25.0,15.0,7.0,4.0,15.0,10.0,1.0,2024
22300963,2024-03-15,regular,1610612761,TOR,TOR,ORL,48.0,103.0,38.0,81.0,46.9,14.0,34.0,41.2,13.0,20.0,65.0,9.0,31.0,40.0,24.0,16.0,11.0,4.0,24.0,-10.0,0.0,2024
22300964,2024-03-15,regular,1610612746,LAC,NOP,LAC,48.0,104.0,37.0,77.0,48.1,12.0,33.0,36.4,18.0,19.0,94.7,5.0,32.0,37.0,18.0,15.0,6.0,8.0,17.0,-8.0,0.0,2024
22300964,2024-03-15,regular,1610612740,NOP,NOP,LAC,48.0,112.0,42.0,87.0,48.3,13.0,35.0,37.1,15.0,20.0,75.0,9.0,31.0,40.0,28.0,9.0,8.0,2.0,21.0,8.0,1.0,2024
22300965,2024-03-15,regular,1610612743,DEN,SAS,DEN,48.0,117.0,49.0,89.0,55.1,10.0,25.0,40.0,9.0,12.0,75.0,7.0,33.0,40.0,37.0,13.0,13.0,5.0,20.0,11.0,1.0,2024
22300965,2024-03-15,regular,1610612759,SAS,SAS,DEN,48.0,106.0,37.0,81.0,45.7,11.0,29.0,37.9,21.0,27.0,77.8,12.0,32.0,44.0,23.0,17.0,6.0,4.0,13.0,-11.0,0.0,2024
22300966,2024-03-15,regular,1610612737,ATL,UTA,ATL,48.0,122.0,41.0,92.0,44.6,20.0,39.0,51.3,20.0,27.0,74.1,11.0,30.0,41.0,32.0,9.0,7.0,5.0,16.0,-2.0,0.0,2024
22300966,2024-03-15,regular,1610612762,UTA,UTA,ATL,48.0,124.0,46.0,90.0,51.1,14.0,36.0,38.9,18.0,20.0,90.0,10.0,39.0,49.0,24.0,13.0,6.0,7.0,21.0,2.0,1.0,2024
22300967,2024-03-16,regular,1610612739,CLE,HOU,CLE,48.0,103.0,37.0,82.0,45.1,12.0,38.0,31.6,17.0,20.0,85.0,7.0,38.0,45.0,22.0,16.0,6.0,7.0,12.0,-14.0,0.0,2024
22300967,2024-03-16,regular,1610612745,HOU,HOU,CLE,48.0,117.0,47.0,98.0,48.0,15.0,42.0,35.7,8.0,12.0,66.7,11.0,37.0,48.0,28.0,10.0,9.0,7.0,19.0,14.0,1.0,2024
22300968,2024-03-16,regular,1610612751,BKN,IND,BKN,48.0,100.0,33.0,77.0,42.9,10.0,25.0,40.0,24.0,31.0,77.4,12.0,33.0,45.0,18.0,21.0,8.0,3.0,18.0,-21.0,0.0,2024
22300968,2024-03-16,regular,1610612754,IND,IND,BKN,48.0,121.0,50.0,105.0,47.6,6.0,30.0,20.0,15.0,16.0,93.8,17.0,33.0,50.0,21.0,13.0,13.0,4.0,23.0,21.0,1.0,2024
22300969,2024-03-16,regular,1610612766,CHA,PHI,CHA,48.0,98.0,37.0,82.0,45.1,10.0,31.0,32.3,14.0,18.0,77.8,12.0,28.0,40.0,21.0,16.0,11.0,4.0,21.0,-11.0,0.0,2024
22300969,2024-03-16,regular,1610612755,PHI,PHI,CHA,48.0,109.0,36.0,81.0,44.4,13.0,41.0,31.7,24.0,25.0,96.0,10.0,31.0,41.0,25.0,16.0,9.0,4.0,23.0,11.0,1.0,2024
22300970,2024-03-16,regular,1610612740,NOP,NOP,POR,48.0,126.0,52.0,97.0,53.6,13.0,33.0,39.4,9.0,10.0,90.0,10.0,29.0,39.0,36.0,10.0,8.0,5.0,13.0,19.0,1.0,2024
22300970,2024-03-16,regular,1610612757,POR,NOP,POR,48.0,107.0,42.0,84.0,50.0,12.0,33.0,36.4,11.0,12.0,91.7,10.0,26.0,36.0,23.0,20.0,3.0,7.0,15.0,-19.0,0.0,2024
22300971,2024-03-16,regular,1610612741,CHI,CHI,WAS,48.0,127.0,49.0,85.0,57.6,8.0,24.0,33.3,21.0,29.0,72.4,12.0,39.0,51.0,33.0,15.0,9.0,4.0,16.0,29.0,1.0,2024
22300971,2024-03-16,regular,1610612764,WAS,CHI,WAS,48.0,98.0,36.0,84.0,42.9,13.0,32.0,40.6,13.0,22.0,59.1,9.0,23.0,32.0,27.0,16.0,12.0,7.0,21.0,-29.0,0.0,2024
22300972,2024-03-16,regular,1610612763,MEM,MEM,OKC,48.0,112.0,37.0,81.0,45.7,18.0,44.0,40.9,20.0,26.0,76.9,7.0,29.0,36.0,34.0,14.0,7.0,4.0,20.0,-6.0,0.0,2024
22300972,2024-03-16,regular,1610612760,OKC,MEM,OKC,48.0,118.0,45.0,87.0,51.7,12.0,35.0,34.3,16.0,21.0,76.2,8.0,37.0,45.0,25.0,12.0,7.0,8.0,19.0,6.0,1.0,2024
22300973,2024-03-16,regular,1610612744,GSW,LAL,GSW,48.0,128.0,51.0,97.0,52.6,14.0,34.0,41.2,12.0,15.0,80.0,14.0,31.0,45.0,38.0,7.0,3.0,4.0,19.0,7.0,1.0,2024
22300973,2024-03-16,regular,1610612747,LAL,LAL,GSW,48.0,121.0,47.0,92.0,51.1,12.0,34.0,35.3,15.0,18.0,83.3,8.0,31.0,39.0,32.0,10.0,3.0,4.0,13.0,-7.0,0.0,2024
22300974,2024-03-16,regular,1610612750,MIN,UTA,MIN,48.0,119.0,44.0,93.0,47.3,19.0,41.0,46.3,12.0,15.0,80.0,7.0,37.0,44.0,31.0,9.0,8.0,6.0,16.0,19.0,1.0,2024
22300974,2024-03-16,regular,1610612762,UTA,UTA,MIN,48.0,100.0,38.0,83.0,45.8,6.0,26.0,23.1,18.0,21.0,85.7,10.0,41.0,51.0,23.0,16.0,4.0,5.0,14.0,-19.0,0.0,2024
22300975,2024-03-16,regular,1610612752,NYK,SAC,NYK,48.0,98.0,37.0,86.0,43.0,11.0,39.0,28.2,13.0,16.0,81.3,10.0,42.0,52.0,19.0,16.0,8.0,9.0,21.0,7.0,1.0,2024
22300975,2024-03-16,regular,1610612758,SAC,SAC,NYK,48.0,91.0,30.0,85.0,35.3,10.0,37.0,27.0,21.0,26.0,80.8,11.0,31.0,42.0,22.0,12.0,7.0,5.0,20.0,-7.0,0.0,2024
22300976,2024-03-17,regular,1610612749,MIL,MIL,PHX,48.0,140.0,51.0,94.0,54.3,24.0,41.0,58.5,14.0,14.0,100.0,10.0,25.0,35.0,35.0,11.0,11.0,2.0,12.0,11.0,1.0,2024
22300976,2024-03-17,regular,1610612756,PHX,MIL,PHX,48.0,129.0,51.0,87.0,58.6,14.0,33.0,42.4,13.0,15.0,86.7,7.0,32.0,39.0,36.0,14.0,7.0,5.0,16.0,-11.0,0.0,2024
22300977,2024-03-17,regular,1610612765,DET,DET,MIA,48.0,101.0,38.0,83.0,45.8,14.0,36.0,38.9,11.0,14.0,78.6,7.0,37.0,44.0,24.0,12.0,4.0,7.0,19.0,-3.0,0.0,2024
22300977,2024-03-17,regular,1610612748,MIA,DET,MIA,48.0,104.0,40.0,89.0,44.9,12.0,35.0,34.3,12.0,16.0,75.0,11.0,36.0,47.0,24.0,10.0,7.0,2.0,11.0,3.0,1.0,2024
22300978,2024-03-17,regular,1610612742,DAL,DAL,DEN,48.0,107.0,42.0,100.0,42.0,9.0,35.0,25.7,14.0,21.0,66.7,22.0,38.0,60.0,22.0,12.0,5.0,5.0,21.0,2.0,1.0,2024
22300978,2024-03-17,regular,1610612743,DEN,DAL,DEN,48.0,105.0,37.0,84.0,44.0,12.0,28.0,42.9,19.0,22.0,86.4,6.0,31.0,37.0,26.0,8.0,7.0,6.0,16.0,-2.0,0.0,2024
22300979,2024-03-17,regular,1610612753,ORL,ORL,TOR,48.0,111.0,43.0,85.0,50.6,11.0,36.0,30.6,14.0,20.0,70.0,10.0,29.0,39.0,22.0,15.0,7.0,4.0,16.0,15.0,1.0,2024
22300979,2024-03-17,regular,1610612761,TOR,ORL,TOR,48.0,96.0,37.0,84.0,44.0,8.0,31.0,25.8,14.0,15.0,93.3,11.0,26.0,37.0,23.0,18.0,7.0,3.0,18.0,-15.0,0.0,2024
22300980,2024-03-17,regular,1610612738,BOS,WAS,BOS,48.0,130.0,43.0,87.0,49.4,24.0,50.0,48.0,20.0,24.0,83.3,12.0,31.0,43.0,30.0,15.0,9.0,6.0,17.0,26.0,1.0,2024
22300980,2024-03-17,regular,1610612764,WAS,WAS,BOS,48.0,104.0,41.0,89.0,46.1,10.0,34.0,29.4,12.0,14.0,85.7,10.0,30.0,40.0,24.0,16.0,3.0,5.0,20.0,-26.0,0.0,2024
22300981,2024-03-17,regular,1610612751,BKN,SAS,BKN,53.0,115.0,47.0,102.0,46.1,8.0,31.0,25.8,13.0,19.0,68.4,11.0,37.0,48.0,29.0,12.0,13.0,5.0,20.0,-7.0,0.0,2024
22300981,2024-03-17,regular,1610612759,SAS,SAS,BKN,53.0,122.0,46.0,99.0,46.5,9.0,37.0,24.3,21.0,23.0,91.3,13.0,37.0,50.0,30.0,18.0,6.0,10.0,17.0,7.0,1.0,2024
22300982,2024-03-17,regular,1610612737,ATL,LAC,ATL,48.0,110.0,41.0,84.0,48.8,17.0,34.0,50.0,11.0,12.0,91.7,10.0,35.0,45.0,32.0,16.0,10.0,7.0,22.0,17.0,1.0,2024
22300982,2024-03-17,regular,1610612746,LAC,LAC,ATL,48.0,93.0,28.0,74.0,37.8,11.0,36.0,30.6,26.0,29.0,89.7,10.0,30.0,40.0,17.0,16.0,10.0,5.0,13.0,-17.0,0.0,2024
22300983,2024-03-18,regular,1610612739,CLE,IND,CLE,48.0,108.0,38.0,80.0,47.5,12.0,32.0,37.5,20.0,28.0,71.4,9.0,30.0,39.0,27.0,14.0,8.0,4.0,18.0,5.0,1.0,2024
22300983,2024-03-18,regular,1610612754,IND,IND,CLE,48.0,103.0,42.0,91.0,46.2,9.0,38.0,23.7,10.0,16.0,62.5,14.0,31.0,45.0,28.0,11.0,8.0,3.0,24.0,-5.0,0.0,2024
22300984,2024-03-18,regular,1610612738,BOS,BOS,DET,48.0,119.0,43.0,95.0,45.3,22.0,49.0,44.9,11.0,13.0,84.6,15.0,38.0,53.0,30.0,11.0,8.0,8.0,9.0,25.0,1.0,2024
22300984,2024-03-18,regular,1610612765,DET,BOS,DET,48.0,94.0,36.0,84.0,42.9,9.0,29.0,31.0,13.0,15.0,86.7,8.0,35.0,43.0,21.0,13.0,6.0,3.0,15.0,-25.0,0.0,2024
22300985,2024-03-18,regular,1610612748,MIA,PHI,MIA,48.0,91.0,35.0,89.0,39.3,12.0,33.0,36.4,9.0,14.0,64.3,11.0,38.0,49.0,23.0,15.0,8.0,3.0,13.0,-7.0,0.0,2024
22300985,2024-03-18,regular,1610612755,PHI,PHI,MIA,48.0,98.0,37.0,85.0,43.5,13.0,36.0,36.1,11.0,12.0,91.7,7.0,39.0,46.0,23.0,12.0,7.0,12.0,16.0,7.0,1.0,2024
22300986,2024-03-18,regular,1610612741,CHI,CHI,POR,48.0,110.0,41.0,93.0,44.1,11.0,33.0,33.3,17.0,21.0,81.0,13.0,27.0,40.0,26.0,9.0,9.0,5.0,21.0,3.0,1.0,2024
22300986,2024-03-18,regular,1610612757,POR,CHI,POR,48.0,107.0,40.0,88.0,45.5,8.0,28.0,28.6,19.0,25.0,76.0,13.0,30.0,43.0,21.0,13.0,7.0,5.0,24.0,-3.0,0.0,2024
22300987,2024-03-18,regular,1610612750,MIN,UTA,MIN,48.0,114.0,44.0,91.0,48.4,16.0,41.0,39.0,10.0,12.0,83.3,12.0,23.0,35.0,27.0,9.0,9.0,9.0,15.0,10.0,1.0,2024
22300987,2024-03-18,regular,1610612762,UTA,UTA,MIN,48.0,104.0,39.0,84.0,46.4,14.0,32.0,43.8,12.0,14.0,85.7,14.0,33.0,47.0,25.0,17.0,6.0,3.0,13.0,-10.0,0.0,2024
22300988,2024-03-18,regular,1610612744,GSW,GSW,NYK,48.0,112.0,42.0,88.0,47.7,14.0,36.0,38.9,14.0,18.0,77.8,12.0,27.0,39.0,29.0,13.0,7.0,5.0,16.0,-7.0,0.0,2024
22300988,2024-03-18,regular,1610612752,NYK,GSW,NYK,48.0,119.0,44.0,91.0,48.4,14.0,37.0,37.8,17.0,20.0,85.0,14.0,30.0,44.0,29.0,13.0,6.0,1.0,17.0,7.0,1.0,2024
22300989,2024-03-18,regular,1610612763,MEM,SAC,MEM,53.0,111.0,37.0,98.0,37.8,13.0,38.0,34.2,24.0,30.0,80.0,15.0,34.0,49.0,22.0,14.0,13.0,7.0,23.0,-10.0,0.0,2024
22300989,2024-03-18,regular,1610612758,SAC,SAC,MEM,53.0,121.0,42.0,94.0,44.7,11.0,35.0,31.4,26.0,32.0,81.3,15.0,44.0,59.0,30.0,19.0,7.0,10.0,25.0,10.0,1.0,2024
22300990,2024-03-18,regular,1610612737,ATL,LAL,ATL,48.0,105.0,42.0,98.0,42.9,9.0,41.0,22.0,12.0,15.0,80.0,12.0,30.0,42.0,32.0,9.0,8.0,5.0,14.0,-31.0,0.0,2024
22300990,2024-03-18,regular,1610612747,LAL,LAL,ATL,48.0,136.0,52.0,90.0,57.8,15.0,36.0,41.7,17.0,20.0,85.0,4.0,44.0,48.0,39.0,9.0,6.0,4.0,15.0,31.0,1.0,2024
22300991,2024-03-19,regular,1610612766,CHA,ORL,CHA,48.0,92.0,38.0,79.0,48.1,9.0,29.0,31.0,7.0,9.0,77.8,4.0,26.0,30.0,19.0,17.0,8.0,1.0,13.0,-20.0,0.0,2024
22300991,2024-03-19,regular,1610612753,ORL,ORL,CHA,48.0,112.0,44.0,81.0,54.3,12.0,34.0,35.3,12.0,13.0,92.3,10.0,31.0,41.0,32.0,18.0,10.0,6.0,10.0,20.0,1.0,2024
22300992,2024-03-19,regular,1610612745,HOU,WAS,HOU,48.0,137.0,47.0,91.0,51.6,13.0,39.0,33.3,30.0,36.0,83.3,12.0,35.0,47.0,25.0,7.0,6.0,11.0,15.0,23.0,1.0,2024
22300992,2024-03-19,regular,1610612764,WAS,WAS,HOU,48.0,114.0,42.0,98.0,42.9,15.0,39.0,38.5,15.0,20.0,75.0,17.0,27.0,44.0,24.0,11.0,6.0,2.0,27.0,-23.0,0.0,2024
22300993,2024-03-19,regular,1610612751,BKN,BKN,NOP,48.0,91.0,31.0,84.0,36.9,12.0,40.0,30.0,17.0,22.0,77.3,14.0,28.0,42.0,19.0,14.0,6.0,4.0,13.0,-13.0,0.0,2024
22300993,2024-03-19,regular,1610612740,NOP,BKN,NOP,48.0,104.0,42.0,83.0,50.6,10.0,34.0,29.4,10.0,13.0,76.9,11.0,37.0,48.0,29.0,14.0,7.0,5.0,19.0,13.0,1.0,2024
22300994,2024-03-19,regular,1610612742,DAL,SAS,DAL,48.0,113.0,44.0,91.0,48.4,10.0,30.0,33.3,15.0,17.0,88.2,3.0,37.0,40.0,31.0,9.0,6.0,3.0,18.0,6.0,1.0,2024
22300994,2024-03-19,regular,1610612759,SAS,SAS,DAL,48.0,107.0,39.0,89.0,43.8,14.0,39.0,35.9,15.0,21.0,71.4,9.0,39.0,48.0,31.0,16.0,6.0,10.0,14.0,-6.0,0.0,2024
22300995,2024-03-19,regular,1610612743,DEN,MIN,DEN,48.0,115.0,42.0,81.0,51.9,14.0,27.0,51.9,17.0,22.0,77.3,11.0,38.0,49.0,26.0,17.0,5.0,1.0,19.0,3.0,1.0,2024
22300995,2024-03-19,regular,1610612750,MIN,MIN,DEN,48.0,112.0,42.0,88.0,47.7,12.0,35.0,34.3,16.0,23.0,69.6,8.0,29.0,37.0,25.0,7.0,10.0,7.0,16.0,-3.0,0.0,2024
22300996,2024-03-20,regular,1610612739,CLE,CLE,MIA,48.0,104.0,35.0,75.0,46.7,15.0,42.0,35.7,19.0,22.0,86.4,6.0,31.0,37.0,30.0,12.0,3.0,2.0,19.0,-3.0,0.0,2024
22300996,2024-03-20,regular,1610612748,MIA,CLE,MIA,48.0,107.0,38.0,83.0,45.8,13.0,36.0,36.1,18.0,19.0,94.7,7.0,30.0,37.0,19.0,8.0,7.0,2.0,20.0,3.0,1.0,2024
22300997,2024-03-20,regular,1610612765,DET,DET,IND,48.0,103.0,37.0,90.0,41.1,5.0,23.0,21.7,24.0,30.0,80.0,12.0,34.0,46.0,23.0,15.0,8.0,1.0,14.0,-19.0,0.0,2024
22300997,2024-03-20,regular,1610612754,IND,DET,IND,48.0,122.0,50.0,88.0,56.8,11.0,29.0,37.9,11.0,18.0,61.1,5.0,35.0,40.0,38.0,13.0,13.0,6.0,16.0,19.0,1.0,2024
22300998,2024-03-20,regular,1610612738,BOS,BOS,MIL,48.0,122.0,40.0,85.0,47.1,18.0,40.0,45.0,24.0,29.0,82.8,11.0,26.0,37.0,25.0,9.0,6.0,5.0,18.0,3.0,1.0,2024
22300998,2024-03-20,regular,1610612749,MIL,BOS,MIL,48.0,119.0,45.0,84.0,53.6,17.0,35.0,48.6,12.0,14.0,85.7,9.0,32.0,41.0,20.0,15.0,3.0,6.0,25.0,-3.0,0.0,2024
22300999,2024-03-20,regular,1610612758,SAC,TOR,SAC,48.0,123.0,48.0,93.0,51.6,12.0,40.0,30.0,15.0,18.0,83.3,18.0,35.0,53.0,32.0,16.0,14.0,6.0,16.0,34.0,1.0,2024
22300999,2024-03-20,regular,1610612761,TOR,TOR,SAC,48.0,89.0,33.0,80.0,41.3,10.0,31.0,32.3,13.0,18.0,72.2,11.0,20.0,31.0,21.0,22.0,11.0,3.0,15.0,-34.0,0.0,2024
22301000,2024-03-20,regular,1610612760,OKC,OKC,UTA,48.0,119.0,43.0,88.0,48.9,10.0,34.0,29.4,23.0,29.0,79.3,10.0,35.0,45.0,29.0,10.0,10.0,7.0,16.0,12.0,1.0,2024
22301000,2024-03-20,regular,1610612762,UTA,OKC,UTA,48.0,107.0,40.0,90.0,44.4,10.0,36.0,27.8,17.0,18.0,94.4,11.0,36.0,47.0,20.0,16.0,6.0,5.0,22.0,-12.0,0.0,2024
22301001,2024-03-20,regular,1610612744,GSW,GSW,MEM,48.0,137.0,58.0,100.0,58.0,19.0,39.0,48.7,2.0,6.0,33.3,13.0,35.0,48.0,43.0,7.0,6.0,5.0,17.0,21.0,1.0,2024
22301001,2024-03-20,regular,1610612763,MEM,GSW,MEM,48.0,116.0,42.0,96.0,43.8,18.0,49.0,36.7,14.0,18.0,77.8,16.0,29.0,45.0,29.0,12.0,4.0,3.0,15.0,-21.0,0.0,2024
22301002,2024-03-20,regular,1610612755,PHI,PHX,PHI,48.0,102.0,41.0,95.0,43.2,13.0,37.0,35.1,7.0,18.0,38.9,13.0,27.0,40.0,33.0,11.0,12.0,7.0,12.0,-13.0,0.0,2024
22301002,2024-03-20,regular,1610612756,PHX,PHX,PHI,48.0,115.0,45.0,90.0,50.0,19.0,39.0,48.7,6.0,8.0,75.0,14.0,41.0,55.0,34.0,23.0,7.0,12.0,18.0,13.0,1.0,2024
22301003,2024-03-20,regular,1610612746,LAC,POR,LAC,48.0,116.0,45.0,86.0,52.3,13.0,31.0,41.9,13.0,15.0,86.7,8.0,34.0,42.0,29.0,12.0,15.0,7.0,13.0,13.0,1.0,2024
22301003,2024-03-20,regular,1610612757,POR,POR,LAC,48.0,103.0,39.0,81.0,48.1,15.0,34.0,44.1,10.0,15.0,66.7,8.0,30.0,38.0,21.0,17.0,6.0,4.0,16.0,-13.0,0.0,2024
22301004,2024-03-21,regular,1610612740,NOP,ORL,NOP,48.0,106.0,42.0,78.0,53.8,6.0,20.0,30.0,16.0,21.0,76.2,3.0,30.0,33.0,24.0,19.0,11.0,1.0,18.0,-15.0,0.0,2024
22301004,2024-03-21,regular,1610612753,ORL,ORL,NOP,48.0,121.0,47.0,86.0,54.7,14.0,36.0,38.9,13.0,19.0,68.4,10.0,30.0,40.0,33.0,16.0,12.0,4.0,16.0,15.0,1.0,2024
22301005,2024-03-21,regular,1610612758,SAC,WAS,SAC,48.0,102.0,37.0,86.0,43.0,11.0,39.0,28.2,17.0,19.0,89.5,10.0,27.0,37.0,21.0,15.0,12.0,7.0,20.0,-7.0,0.0,2024
22301005,2024-03-21,regular,1610612764,WAS,WAS,SAC,48.0,109.0,41.0,81.0,50.6,10.0,25.0,40.0,17.0,23.0,73.9,10.0,35.0,45.0,20.0,20.0,9.0,3.0,19.0,7.0,1.0,2024
22301006,2024-03-21,regular,1610612741,CHI,HOU,CHI,48.0,117.0,42.0,93.0,45.2,12.0,31.0,38.7,21.0,25.0,84.0,12.0,31.0,43.0,23.0,11.0,8.0,3.0,17.0,-10.0,0.0,2024
22301006,2024-03-21,regular,1610612745,HOU,HOU,CHI,48.0,127.0,47.0,93.0,50.5,17.0,45.0,37.8,16.0,20.0,80.0,13.0,36.0,49.0,27.0,16.0,7.0,6.0,21.0,10.0,1.0,2024
22301007,2024-03-21,regular,1610612751,BKN,MIL,BKN,48.0,108.0,41.0,92.0,44.6,13.0,44.0,29.5,13.0,16.0,81.3,15.0,34.0,49.0,29.0,14.0,7.0,1.0,12.0,-7.0,0.0,2024
22301007,2024-03-21,regular,1610612749,MIL,MIL,BKN,48.0,115.0,43.0,91.0,47.3,16.0,41.0,39.0,13.0,15.0,86.7,11.0,29.0,40.0,27.0,10.0,5.0,4.0,17.0,7.0,1.0,2024
22301008,2024-03-21,regular,1610612742,DAL,DAL,UTA,48.0,113.0,43.0,86.0,50.0,10.0,32.0,31.3,17.0,28.0,60.7,11.0,32.0,43.0,33.0,13.0,12.0,3.0,20.0,16.0,1.0,2024
22301008,2024-03-21,regular,1610612762,UTA,DAL,UTA,48.0,97.0,38.0,83.0,45.8,4.0,30.0,13.3,17.0,19.0,89.5,5.0,33.0,38.0,29.0,18.0,6.0,3.0,23.0,-16.0,0.0,2024
22301009,2024-03-21,regular,1610612743,DEN,DEN,NYK,48.0,113.0,45.0,84.0,53.6,6.0,20.0,30.0,17.0,20.0,85.0,9.0,33.0,42.0,31.0,10.0,5.0,4.0,14.0,13.0,1.0,2024
22301009,2024-03-21,regular,1610612752,NYK,DEN,NYK,48.0,100.0,38.0,79.0,48.1,11.0,31.0,35.5,13.0,17.0,76.5,4.0,27.0,31.0,28.0,10.0,6.0,6.0,18.0,-13.0,0.0,2024
22301010,2024-03-21,regular,1610612737,ATL,PHX,ATL,48.0,115.0,40.0,91.0,44.0,12.0,35.0,34.3,23.0,29.0,79.3,12.0,24.0,36.0,27.0,11.0,11.0,3.0,23.0,-13.0,0.0,2024
22301010,2024-03-21,regular,1610612756,PHX,PHX,ATL,48.0,128.0,41.0,74.0,55.4,22.0,41.0,53.7,24.0,27.0,88.9,7.0,31.0,38.0,28.0,17.0,4.0,11.0,19.0,13.0,1.0,2024
22301011,2024-03-22,regular,1610612738,BOS,DET,BOS,48.0,129.0,47.0,89.0,52.8,16.0,45.0,35.6,19.0,27.0,70.4,8.0,27.0,35.0,31.0,7.0,9.0,5.0,15.0,27.0,1.0,2024
22301011,2024-03-22,regular,1610612765,DET,DET,BOS,48.0,102.0,42.0,83.0,50.6,9.0,31.0,29.0,9.0,13.0,69.2,8.0,34.0,42.0,25.0,19.0,4.0,1.0,23.0,-27.0,0.0,2024
22301012,2024-03-22,regular,1610612760,OKC,TOR,OKC,48.0,123.0,48.0,95.0,50.5,12.0,32.0,37.5,15.0,19.0,78.9,13.0,33.0,46.0,27.0,16.0,17.0,5.0,20.0,20.0,1.0,2024
22301012,2024-03-22,regular,1610612761,TOR,TOR,OKC,48.0,103.0,40.0,76.0,52.6,11.0,30.0,36.7,12.0,17.0,70.6,5.0,31.0,36.0,34.0,27.0,12.0,3.0,18.0,-20.0,0.0,2024
22301013,2024-03-22,regular,1610612748,MIA,MIA,NOP,48.0,88.0,31.0,86.0,36.0,13.0,47.0,27.7,13.0,15.0,86.7,7.0,27.0,34.0,22.0,6.0,3.0,4.0,9.0,-23.0,0.0,2024
22301013,2024-03-22,regular,1610612740,NOP,MIA,NOP,48.0,111.0,42.0,82.0,51.2,18.0,36.0,50.0,9.0,12.0,75.0,12.0,44.0,56.0,25.0,13.0,3.0,2.0,13.0,23.0,1.0,2024
22301014,2024-03-22,regular,1610612739,CLE,MIN,CLE,48.0,91.0,34.0,81.0,42.0,7.0,29.0,24.1,16.0,19.0,84.2,10.0,31.0,41.0,22.0,12.0,6.0,5.0,14.0,-13.0,0.0,2024
22301014,2024-03-22,regular,1610612750,MIN,MIN,CLE,48.0,104.0,41.0,85.0,48.2,14.0,27.0,51.9,8.0,16.0,50.0,13.0,33.0,46.0,27.0,12.0,9.0,5.0,12.0,13.0,1.0,2024
22301015,2024-03-22,regular,1610612763,MEM,SAS,MEM,48.0,99.0,33.0,82.0,40.2,12.0,34.0,35.3,21.0,31.0,67.7,9.0,42.0,51.0,18.0,18.0,10.0,4.0,17.0,2.0,1.0,2024
22301015,2024-03-22,regular,1610612759,SAS,SAS,MEM,48.0,97.0,37.0,95.0,38.9,7.0,38.0,18.4,16.0,23.0,69.6,15.0,41.0,56.0,24.0,16.0,12.0,7.0,23.0,-2.0,0.0,2024
22301016,2024-03-22,regular,1610612744,GSW,GSW,IND,48.0,111.0,43.0,106.0,40.6,14.0,48.0,29.2,11.0,16.0,68.8,24.0,40.0,64.0,24.0,14.0,6.0,6.0,15.0,-12.0,0.0,2024
22301016,2024-03-22,regular,1610612754,IND,GSW,IND,48.0,123.0,48.0,99.0,48.5,15.0,36.0,41.7,12.0,16.0,75.0,12.0,38.0,50.0,32.0,11.0,8.0,10.0,14.0,12.0,1.0,2024
22301017,2024-03-22,regular,1610612746,LAC,POR,LAC,48.0,125.0,44.0,77.0,57.1,14.0,33.0,42.4,23.0,27.0,85.2,7.0,33.0,40.0,26.0,17.0,8.0,8.0,21.0,8.0,1.0,2024
22301017,2024-03-22,regular,1610612757,POR,POR,LAC,48.0,117.0,45.0,93.0,48.4,12.0,33.0,36.4,15.0,25.0,60.0,15.0,26.0,41.0,29.0,10.0,11.0,1.0,19.0,-8.0,0.0,2024
22301018,2024-03-22,regular,1610612747,LAL,LAL,PHI,48.0,101.0,32.0,73.0,43.8,12.0,31.0,38.7,25.0,33.0,75.8,11.0,43.0,54.0,22.0,21.0,1.0,7.0,16.0,7.0,1.0,2024
22301018,2024-03-22,regular,1610612755,PHI,LAL,PHI,48.0,94.0,33.0,96.0,34.4,8.0,37.0,21.6,20.0,24.0,83.3,13.0,29.0,42.0,20.0,9.0,13.0,7.0,23.0,-7.0,0.0,2024
22301019,2024-03-23,regular,1610612751,BKN,NYK,BKN,48.0,93.0,34.0,76.0,44.7,12.0,34.0,35.3,13.0,15.0,86.7,8.0,33.0,41.0,26.0,15.0,5.0,6.0,15.0,-12.0,0.0,2024
22301019,2024-03-23,regular,1610612752,NYK,NYK,BKN,48.0,105.0,42.0,97.0,43.3,15.0,40.0,37.5,6.0,12.0,50.0,16.0,31.0,47.0,25.0,10.0,10.0,4.0,15.0,12.0,1.0,2024
22301020,2024-03-23,regular,1610612753,ORL,ORL,SAC,48.0,107.0,42.0,88.0,47.7,10.0,35.0,28.6,13.0,18.0,72.2,12.0,37.0,49.0,27.0,13.0,5.0,3.0,20.0,-2.0,0.0,2024
22301020,2024-03-23,regular,1610612758,SAC,ORL,SAC,48.0,109.0,38.0,87.0,43.7,15.0,40.0,37.5,18.0,21.0,85.7,6.0,36.0,42.0,26.0,7.0,6.0,5.0,19.0,2.0,1.0,2024
22301021,2024-03-23,regular,1610612737,ATL,ATL,CHA,48.0,132.0,50.0,90.0,55.6,20.0,42.0,47.6,12.0,14.0,85.7,11.0,32.0,43.0,40.0,9.0,9.0,5.0,14.0,41.0,1.0,2024
