gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22300239,2023-11-25,regular,1610612755,PHI,OKC,PHI,48.0,127.0,38.0,83.0,45.8,14.0,41.0,34.1,37.0,45.0,82.2,17.0,32.0,49.0,30.0,13.0,2.0,9.0,26.0,4.0,1.0,2024
22300240,2023-11-25,regular,1610612751,BKN,BKN,MIA,48.0,112.0,39.0,78.0,50.0,14.0,36.0,38.9,20.0,23.0,87.0,8.0,34.0,42.0,27.0,13.0,11.0,9.0,18.0,15.0,1.0,2024
22300240,2023-11-25,regular,1610612748,MIA,BKN,MIA,48.0,97.0,38.0,87.0,43.7,11.0,34.0,32.4,10.0,13.0,76.9,13.0,31.0,44.0,24.0,18.0,6.0,3.0,18.0,-15.0,0.0,2024
22300241,2023-11-25,regular,1610612737,ATL,WAS,ATL,48.0,136.0,52.0,102.0,51.0,18.0,37.0,48.6,14.0,20.0,70.0,17.0,32.0,49.0,29.0,10.0,13.0,2.0,15.0,28.0,1.0,2024
22300241,2023-11-25,regular,1610612764,WAS,WAS,ATL,48.0,108.0,43.0,88.0,48.9,10.0,38.0,26.3,12.0,12.0,100.0,8.0,33.0,41.0,33.0,20.0,5.0,6.0,17.0,-28.0,0.0,2024
22300242,2023-11-25,regular,1610612739,CLE,CLE,LAL,48.0,115.0,43.0,91.0,47.3,9.0,28.0,32.1,20.0,23.0,87.0,7.0,30.0,37.0,30.0,14.0,13.0,4.0,16.0,-6.0,0.0,2024
22300242,2023-11-25,regular,1610612747,LAL,CLE,LAL,48.0,121.0,47.0,90.0,52.2,9.0,27.0,33.3,18.0,21.0,85.7,9.0,35.0,44.0,34.0,18.0,9.0,8.0,15.0,6.0,1.0,2024
22300243,2023-11-25,regular,1610612740,NOP,UTA,NOP,48.0,100.0,39.0,93.0,41.9,11.0,36.0,30.6,11.0,18.0,61.1,13.0,29.0,42.0,31.0,13.0,15.0,4.0,17.0,-5.0,0.0,2024
22300243,2023-11-25,regular,1610612762,UTA,UTA,NOP,48.0,105.0,38.0,87.0,43.7,15.0,43.0,34.9,14.0,17.0,82.4,14.0,38.0,52.0,23.0,24.0,8.0,6.0,13.0,5.0,1.0,2024
22300244,2023-11-25,regular,1610612742,DAL,LAC,DAL,48.0,88.0,34.0,91.0,37.4,9.0,38.0,23.7,11.0,14.0,78.6,10.0,27.0,37.0,17.0,9.0,6.0,5.0,24.0,-19.0,0.0,2024
22300244,2023-11-25,regular,1610612746,LAC,LAC,DAL,48.0,107.0,38.0,88.0,43.2,8.0,29.0,27.6,23.0,31.0,74.2,17.0,40.0,57.0,25.0,13.0,2.0,6.0,16.0,19.0,1.0,2024
22300245,2023-11-26,regular,1610612749,MIL,MIL,POR,48.0,108.0,35.0,89.0,39.3,14.0,42.0,33.3,24.0,32.0,75.0,18.0,34.0,52.0,19.0,17.0,13.0,11.0,20.0,6.0,1.0,2024
22300245,2023-11-26,regular,1610612757,POR,MIL,POR,48.0,102.0,37.0,91.0,40.7,13.0,32.0,40.6,15.0,20.0,75.0,11.0,29.0,40.0,21.0,20.0,15.0,4.0,26.0,-6.0,0.0,2024
22300246,2023-11-26,regular,1610612737,ATL,BOS,ATL,48.0,103.0,36.0,88.0,40.9,19.0,53.0,35.8,12.0,19.0,63.2,11.0,32.0,43.0,15.0,16.0,5.0,4.0,17.0,-10.0,0.0,2024
22300246,2023-11-26,regular,1610612738,BOS,BOS,ATL,48.0,113.0,42.0,95.0,44.2,13.0,47.0,27.7,16.0,20.0,80.0,18.0,40.0,58.0,24.0,13.0,9.0,3.0,19.0,10.0,1.0,2024
22300247,2023-11-26,regular,1610612752,NYK,NYK,PHX,48.0,113.0,39.0,86.0,45.3,12.0,29.0,41.4,23.0,32.0,71.9,13.0,25.0,38.0,18.0,7.0,7.0,5.0,19.0,-3.0,0.0,2024
22300247,2023-11-26,regular,1610612756,PHX,NYK,PHX,48.0,116.0,42.0,91.0,46.2,16.0,38.0,42.1,16.0,21.0,76.2,18.0,29.0,47.0,27.0,13.0,4.0,11.0,25.0,3.0,1.0,2024
22300248,2023-11-26,regular,1610612766,CHA,ORL,CHA,48.0,117.0,44.0,83.0,53.0,13.0,30.0,43.3,16.0,25.0,64.0,5.0,31.0,36.0,27.0,18.0,6.0,7.0,26.0,-13.0,0.0,2024
22300248,2023-11-26,regular,1610612753,ORL,ORL,CHA,48.0,130.0,47.0,87.0,54.0,10.0,27.0,37.0,26.0,33.0,78.8,7.0,37.0,44.0,33.0,15.0,10.0,3.0,26.0,13.0,1.0,2024
22300249,2023-11-26,regular,1610612763,MEM,MEM,MIN,48.0,97.0,34.0,88.0,38.6,10.0,37.0,27.0,19.0,27.0,70.4,11.0,24.0,35.0,24.0,14.0,4.0,4.0,18.0,-22.0,0.0,2024
22300249,2023-11-26,regular,1610612750,MIN,MEM,MIN,48.0,119.0,43.0,81.0,53.1,15.0,34.0,44.1,18.0,23.0,78.3,6.0,36.0,42.0,30.0,16.0,5.0,5.0,26.0,22.0,1.0,2024
22300250,2023-11-26,regular,1610612751,BKN,BKN,CHI,48.0,118.0,41.0,83.0,49.4,25.0,53.0,47.2,11.0,15.0,73.3,8.0,31.0,39.0,29.0,11.0,7.0,2.0,19.0,9.0,1.0,2024
22300250,2023-11-26,regular,1610612741,CHI,BKN,CHI,48.0,109.0,40.0,83.0,48.2,12.0,32.0,37.5,17.0,22.0,77.3,10.0,30.0,40.0,21.0,11.0,3.0,2.0,18.0,-9.0,0.0,2024
22300251,2023-11-26,regular,1610612739,CLE,CLE,TOR,48.0,105.0,45.0,97.0,46.4,10.0,31.0,32.3,5.0,6.0,83.3,12.0,37.0,49.0,29.0,14.0,2.0,5.0,18.0,3.0,1.0,2024
22300251,2023-11-26,regular,1610612761,TOR,CLE,TOR,48.0,102.0,37.0,89.0,41.6,8.0,32.0,25.0,20.0,29.0,69.0,17.0,33.0,50.0,17.0,12.0,9.0,3.0,11.0,-3.0,0.0,2024
22300252,2023-11-26,regular,1610612743,DEN,DEN,SAS,48.0,132.0,50.0,89.0,56.2,12.0,28.0,42.9,20.0,25.0,80.0,11.0,34.0,45.0,38.0,20.0,8.0,3.0,25.0,12.0,1.0,2024
22300252,2023-11-26,regular,1610612759,SAS,DEN,SAS,48.0,120.0,42.0,93.0,45.2,14.0,37.0,37.8,22.0,26.0,84.6,10.0,25.0,35.0,34.0,15.0,10.0,6.0,22.0,-12.0,0.0,2024
22300253,2023-11-27,regular,1610612765,DET,DET,WAS,48.0,107.0,43.0,102.0,42.2,8.0,38.0,21.1,13.0,19.0,68.4,18.0,31.0,49.0,29.0,17.0,7.0,11.0,22.0,-19.0,0.0,2024
22300253,2023-11-27,regular,1610612764,WAS,DET,WAS,48.0,126.0,45.0,89.0,50.6,10.0,29.0,34.5,26.0,28.0,92.9,6.0,40.0,46.0,29.0,16.0,8.0,6.0,19.0,19.0,1.0,2024
22300254,2023-11-27,regular,1610612754,IND,IND,POR,48.0,110.0,42.0,88.0,47.7,8.0,33.0,24.2,18.0,24.0,75.0,10.0,32.0,42.0,26.0,20.0,10.0,6.0,24.0,-4.0,0.0,2024
22300254,2023-11-27,regular,1610612757,POR,IND,POR,48.0,114.0,40.0,85.0,47.1,9.0,18.0,50.0,25.0,31.0,80.6,9.0,29.0,38.0,20.0,16.0,6.0,4.0,21.0,4.0,1.0,2024
22300255,2023-11-27,regular,1610612747,LAL,PHI,LAL,48.0,94.0,39.0,83.0,47.0,7.0,28.0,25.0,9.0,13.0,69.2,6.0,26.0,32.0,23.0,17.0,3.0,4.0,18.0,-44.0,0.0,2024
22300255,2023-11-27,regular,1610612755,PHI,PHI,LAL,48.0,138.0,47.0,93.0,50.5,22.0,46.0,47.8,22.0,26.0,84.6,15.0,33.0,48.0,33.0,7.0,11.0,2.0,17.0,44.0,1.0,2024
22300256,2023-11-27,regular,1610612740,NOP,UTA,NOP,48.0,112.0,44.0,88.0,50.0,7.0,22.0,31.8,17.0,25.0,68.0,11.0,37.0,48.0,27.0,8.0,5.0,1.0,25.0,-2.0,0.0,2024
22300256,2023-11-27,regular,1610612762,UTA,UTA,NOP,48.0,114.0,37.0,88.0,42.0,17.0,48.0,35.4,23.0,28.0,82.1,9.0,34.0,43.0,31.0,10.0,6.0,4.0,23.0,2.0,1.0,2024
22300257,2023-11-27,regular,1610612743,DEN,LAC,DEN,48.0,113.0,44.0,92.0,47.8,10.0,22.0,45.5,15.0,28.0,53.6,18.0,34.0,52.0,28.0,11.0,8.0,6.0,22.0,9.0,1.0,2024
22300257,2023-11-27,regular,1610612746,LAC,LAC,DEN,48.0,104.0,35.0,85.0,41.2,6.0,20.0,30.0,28.0,34.0,82.4,16.0,33.0,49.0,18.0,13.0,6.0,9.0,23.0,-9.0,0.0,2024
22300053,2023-11-28,regular,1610612738,BOS,BOS,CHI,48.0,124.0,47.0,90.0,52.2,21.0,49.0,42.9,9.0,12.0,75.0,11.0,41.0,52.0,36.0,16.0,6.0,9.0,18.0,27.0,1.0,2024
22300053,2023-11-28,regular,1610612741,CHI,BOS,CHI,48.0,97.0,39.0,90.0,43.3,9.0,28.0,32.1,10.0,18.0,55.6,9.0,28.0,37.0,25.0,8.0,11.0,7.0,13.0,-27.0,0.0,2024
22300054,2023-11-28,regular,1610612751,BKN,BKN,TOR,48.0,115.0,40.0,89.0,44.9,13.0,38.0,34.2,22.0,26.0,84.6,13.0,46.0,59.0,26.0,15.0,7.0,8.0,17.0,12.0,1.0,2024
22300054,2023-11-28,regular,1610612761,TOR,BKN,TOR,48.0,103.0,39.0,101.0,38.6,13.0,36.0,36.1,12.0,19.0,63.2,15.0,31.0,46.0,27.0,7.0,11.0,3.0,21.0,-12.0,0.0,2024
22300055,2023-11-28,regular,1610612737,ATL,CLE,ATL,48.0,105.0,35.0,101.0,34.7,13.0,44.0,29.5,22.0,24.0,91.7,14.0,30.0,44.0,21.0,11.0,9.0,3.0,16.0,-23.0,0.0,2024
22300055,2023-11-28,regular,1610612739,CLE,CLE,ATL,48.0,128.0,50.0,93.0,53.8,13.0,36.0,36.1,15.0,17.0,88.2,12.0,43.0,55.0,27.0,17.0,8.0,12.0,20.0,23.0,1.0,2024
22300056,2023-11-28,regular,1610612748,MIA,MIA,MIL,48.0,124.0,48.0,94.0,51.1,14.0,30.0,46.7,14.0,21.0,66.7,8.0,27.0,35.0,32.0,6.0,3.0,5.0,22.0,-7.0,0.0,2024
22300056,2023-11-28,regular,1610612749,MIL,MIA,MIL,48.0,131.0,47.0,88.0,53.4,13.0,35.0,37.1,24.0,27.0,88.9,8.0,37.0,45.0,26.0,9.0,3.0,4.0,21.0,7.0,1.0,2024
22300057,2023-11-28,regular,1610612766,CHA,NYK,CHA,48.0,91.0,37.0,89.0,41.6,13.0,31.0,41.9,4.0,7.0,57.1,13.0,28.0,41.0,21.0,17.0,8.0,2.0,14.0,-24.0,0.0,2024
22300057,2023-11-28,regular,1610612752,NYK,NYK,CHA,48.0,115.0,41.0,88.0,46.6,15.0,38.0,39.5,18.0,20.0,90.0,15.0,39.0,54.0,21.0,16.0,10.0,7.0,12.0,24.0,1.0,2024
22300058,2023-11-28,regular,1610612750,MIN,MIN,OKC,48.0,106.0,33.0,78.0,42.3,14.0,33.0,42.4,26.0,32.0,81.3,10.0,41.0,51.0,18.0,20.0,3.0,9.0,17.0,3.0,1.0,2024
22300058,2023-11-28,regular,1610612760,OKC,MIN,OKC,48.0,103.0,37.0,90.0,41.1,11.0,30.0,36.7,18.0,23.0,78.3,9.0,27.0,36.0,22.0,10.0,8.0,4.0,23.0,-3.0,0.0,2024
22300059,2023-11-28,regular,1610612742,DAL,DAL,HOU,48.0,121.0,42.0,89.0,47.2,12.0,34.0,35.3,25.0,29.0,86.2,9.0,29.0,38.0,25.0,7.0,5.0,4.0,25.0,6.0,1.0,2024
22300059,2023-11-28,regular,1610612745,HOU,DAL,HOU,48.0,115.0,42.0,85.0,49.4,8.0,29.0,27.6,23.0,29.0,79.3,10.0,30.0,40.0,33.0,12.0,2.0,6.0,27.0,-6.0,0.0,2024
22300060,2023-11-28,regular,1610612744,GSW,SAC,GSW,48.0,123.0,40.0,83.0,48.2,17.0,41.0,41.5,26.0,30.0,86.7,9.0,43.0,52.0,25.0,20.0,6.0,6.0,31.0,-1.0,0.0,2024
22300060,2023-11-28,regular,1610612758,SAC,SAC,GSW,48.0,124.0,41.0,91.0,45.1,15.0,44.0,34.1,27.0,42.0,64.3,12.0,34.0,46.0,25.0,10.0,8.0,7.0,23.0,1.0,1.0,2024
22300258,2023-11-29,regular,1610612765,DET,DET,LAL,48.0,107.0,40.0,97.0,41.2,15.0,36.0,41.7,12.0,14.0,85.7,10.0,29.0,39.0,28.0,14.0,8.0,3.0,31.0,-26.0,0.0,2024
22300258,2023-11-29,regular,1610612747,LAL,DET,LAL,48.0,133.0,45.0,88.0,51.1,12.0,34.0,35.3,31.0,38.0,81.6,8.0,41.0,49.0,28.0,12.0,7.0,10.0,12.0,26.0,1.0,2024
22300259,2023-11-29,regular,1610612753,ORL,ORL,WAS,48.0,139.0,51.0,84.0,60.7,17.0,27.0,63.0,20.0,24.0,83.3,9.0,35.0,44.0,34.0,19.0,5.0,6.0,22.0,19.0,1.0,2024
22300259,2023-11-29,regular,1610612764,WAS,ORL,WAS,48.0,120.0,41.0,87.0,47.1,11.0,29.0,37.9,27.0,35.0,77.1,7.0,22.0,29.0,28.0,10.0,14.0,3.0,20.0,-19.0,0.0,2024
22300260,2023-11-29,regular,1610612756,PHX,TOR,PHX,48.0,105.0,38.0,94.0,40.4,7.0,26.0,26.9,22.0,23.0,95.7,12.0,35.0,47.0,25.0,10.0,3.0,5.0,15.0,-7.0,0.0,2024
22300260,2023-11-29,regular,1610612761,TOR,TOR,PHX,48.0,112.0,42.0,93.0,45.2,10.0,27.0,37.0,18.0,21.0,85.7,15.0,34.0,49.0,25.0,10.0,7.0,5.0,22.0,7.0,1.0,2024
22300261,2023-11-29,regular,1610612763,MEM,MEM,UTA,48.0,105.0,43.0,87.0,49.4,13.0,39.0,33.3,6.0,8.0,75.0,12.0,39.0,51.0,26.0,17.0,9.0,10.0,15.0,14.0,1.0,2024
22300261,2023-11-29,regular,1610612762,UTA,MEM,UTA,48.0,91.0,34.0,90.0,37.8,16.0,39.0,41.0,7.0,12.0,58.3,12.0,27.0,39.0,26.0,18.0,8.0,8.0,14.0,-14.0,0.0,2024
22300262,2023-11-29,regular,1610612740,NOP,NOP,PHI,48.0,124.0,42.0,78.0,53.8,10.0,30.0,33.3,30.0,34.0,88.2,13.0,27.0,40.0,33.0,21.0,11.0,4.0,22.0,10.0,1.0,2024
22300262,2023-11-29,regular,1610612755,PHI,NOP,PHI,48.0,114.0,42.0,81.0,51.9,14.0,34.0,41.2,16.0,18.0,88.9,8.0,22.0,30.0,28.0,21.0,8.0,7.0,26.0,-10.0,0.0,2024
22300263,2023-11-29,regular,1610612743,DEN,DEN,HOU,48.0,134.0,48.0,95.0,50.5,19.0,43.0,44.2,19.0,26.0,73.1,13.0,28.0,41.0,37.0,4.0,4.0,2.0,18.0,10.0,1.0,2024
22300263,2023-11-29,regular,1610612745,HOU,DEN,HOU,48.0,124.0,47.0,86.0,54.7,16.0,41.0,39.0,14.0,19.0,73.7,8.0,27.0,35.0,27.0,9.0,3.0,5.0,20.0,-10.0,0.0,2024
22300264,2023-11-29,regular,1610612746,LAC,SAC,LAC,48.0,131.0,50.0,93.0,53.8,14.0,28.0,50.0,17.0,22.0,77.3,8.0,29.0,37.0,28.0,7.0,8.0,5.0,20.0,14.0,1.0,2024
22300264,2023-11-29,regular,1610612758,SAC,SAC,LAC,48.0,117.0,40.0,86.0,46.5,13.0,41.0,31.7,24.0,28.0,85.7,13.0,34.0,47.0,22.0,14.0,1.0,1.0,20.0,-14.0,0.0,2024
22300265,2023-11-30,regular,1610612739,CLE,CLE,POR,48.0,95.0,38.0,89.0,42.7,7.0,32.0,21.9,12.0,12.0,100.0,14.0,21.0,35.0,25.0,19.0,12.0,2.0,15.0,-8.0,0.0,2024
22300265,2023-11-30,regular,1610612757,POR,CLE,POR,48.0,103.0,39.0,77.0,50.6,14.0,35.0,40.0,11.0,11.0,100.0,9.0,31.0,40.0,29.0,23.0,10.0,4.0,17.0,8.0,1.0,2024
22300266,2023-11-30,regular,1610612751,BKN,BKN,CHA,48.0,128.0,52.0,105.0,49.5,14.0,36.0,38.9,10.0,15.0,66.7,22.0,30.0,52.0,21.0,9.0,6.0,4.0,11.0,-1.0,0.0,2024
22300266,2023-11-30,regular,1610612766,CHA,BKN,CHA,48.0,129.0,46.0,91.0,50.5,21.0,36.0,58.3,16.0,16.0,100.0,13.0,28.0,41.0,30.0,9.0,6.0,7.0,16.0,1.0,1.0,2024
22300267,2023-11-30,regular,1610612754,IND,MIA,IND,48.0,132.0,50.0,98.0,51.0,11.0,43.0,25.6,21.0,32.0,65.6,10.0,24.0,34.0,30.0,10.0,11.0,5.0,31.0,-10.0,0.0,2024
22300267,2023-11-30,regular,1610612748,MIA,MIA,IND,48.0,142.0,48.0,86.0,55.8,8.0,21.0,38.1,38.0,45.0,84.4,10.0,38.0,48.0,25.0,14.0,4.0,1.0,28.0,10.0,1.0,2024
22300268,2023-11-30,regular,1610612765,DET,NYK,DET,48.0,112.0,43.0,81.0,53.1,15.0,35.0,42.9,11.0,17.0,64.7,8.0,34.0,42.0,22.0,20.0,4.0,3.0,25.0,-6.0,0.0,2024
22300268,2023-11-30,regular,1610612752,NYK,NYK,DET,48.0,118.0,41.0,88.0,46.6,16.0,41.0,39.0,20.0,28.0,71.4,12.0,29.0,41.0,25.0,11.0,8.0,3.0,17.0,6.0,1.0,2024
22300269,2023-11-30,regular,1610612741,CHI,CHI,MIL,53.0,120.0,45.0,98.0,45.9,13.0,37.0,35.1,17.0,22.0,77.3,14.0,37.0,51.0,32.0,21.0,14.0,4.0,18.0,7.0,1.0,2024
22300269,2023-11-30,regular,1610612749,MIL,CHI,MIL,53.0,113.0,44.0,98.0,44.9,16.0,48.0,33.3,9.0,13.0,69.2,9.0,34.0,43.0,28.0,21.0,12.0,6.0,21.0,-7.0,0.0,2024
22300270,2023-11-30,regular,1610612750,MIN,MIN,UTA,48.0,101.0,39.0,89.0,43.8,13.0,35.0,37.1,10.0,13.0,76.9,10.0,32.0,42.0,29.0,12.0,13.0,7.0,16.0,11.0,1.0,2024
22300270,2023-11-30,regular,1610612762,UTA,MIN,UTA,48.0,90.0,33.0,87.0,37.9,11.0,34.0,32.4,13.0,14.0,92.9,13.0,38.0,51.0,22.0,21.0,6.0,4.0,19.0,-11.0,0.0,2024
22300271,2023-11-30,regular,1610612747,LAL,OKC,LAL,48.0,110.0,36.0,81.0,44.4,11.0,33.0,33.3,27.0,32.0,84.4,7.0,34.0,41.0,24.0,14.0,6.0,2.0,20.0,-23.0,0.0,2024
22300271,2023-11-30,regular,1610612760,OKC,OKC,LAL,48.0,133.0,50.0,94.0,53.2,14.0,42.0,33.3,19.0,22.0,86.4,8.0,40.0,48.0,29.0,9.0,9.0,6.0,24.0,23.0,1.0,2024
22300272,2023-11-30,regular,1610612737,ATL,SAS,ATL,48.0,137.0,49.0,96.0,51.0,14.0,33.0,42.4,25.0,29.0,86.2,8.0,29.0,37.0,24.0,10.0,14.0,2.0,25.0,2.0,1.0,2024
22300272,2023-11-30,regular,1610612759,SAS,SAS,ATL,48.0,135.0,48.0,89.0,53.9,18.0,41.0,43.9,21.0,23.0,91.3,11.0,36.0,47.0,34.0,21.0,4.0,7.0,22.0,-2.0,0.0,2024
22300273,2023-11-30,regular,1610612744,GSW,GSW,LAC,48.0,120.0,41.0,82.0,50.0,15.0,39.0,38.5,23.0,31.0,74.2,10.0,37.0,47.0,30.0,9.0,3.0,4.0,18.0,6.0,1.0,2024
22300273,2023-11-30,regular,1610612746,LAC,GSW,LAC,48.0,114.0,42.0,95.0,44.2,12.0,32.0,37.5,18.0,24.0,75.0,15.0,28.0,43.0,26.0,6.0,5.0,1.0,21.0,-6.0,0.0,2024
22300274,2023-12-01,regular,1610612753,ORL,ORL,WAS,48.0,130.0,46.0,89.0,51.7,12.0,31.0,38.7,26.0,33.0,78.8,10.0,34.0,44.0,35.0,15.0,6.0,8.0,23.0,5.0,1.0,2024
22300274,2023-12-01,regular,1610612764,WAS,ORL,WAS,48.0,125.0,45.0,89.0,50.6,13.0,28.0,46.4,22.0,31.0,71.0,8.0,32.0,40.0,25.0,14.0,8.0,5.0,29.0,-5.0,0.0,2024
22300275,2023-12-01,regular,1610612738,BOS,BOS,PHI,48.0,125.0,39.0,77.0,50.6,16.0,33.0,48.5,31.0,36.0,86.1,10.0,36.0,46.0,25.0,20.0,10.0,8.0,18.0,6.0,1.0,2024
22300275,2023-12-01,regular,1610612755,PHI,BOS,PHI,48.0,119.0,43.0,94.0,45.7,16.0,35.0,45.7,17.0,23.0,73.9,15.0,27.0,42.0,16.0,16.0,16.0,5.0,24.0,-6.0,0.0,2024
22300276,2023-12-01,regular,1610612752,NYK,TOR,NYK,48.0,119.0,45.0,90.0,50.0,16.0,36.0,44.4,13.0,16.0,81.3,11.0,32.0,43.0,30.0,13.0,6.0,3.0,15.0,13.0,1.0,2024
22300276,2023-12-01,regular,1610612761,TOR,TOR,NYK,48.0,106.0,44.0,100.0,44.0,6.0,32.0,18.8,12.0,17.0,70.6,19.0,29.0,48.0,32.0,12.0,7.0,6.0,19.0,-13.0,0.0,2024
22300277,2023-12-01,regular,1610612742,DAL,DAL,MEM,48.0,94.0,34.0,92.0,37.0,12.0,39.0,30.8,14.0,21.0,66.7,13.0,29.0,42.0,27.0,12.0,9.0,5.0,13.0,-14.0,0.0,2024
22300277,2023-12-01,regular,1610612763,MEM,DAL,MEM,48.0,108.0,44.0,90.0,48.9,11.0,34.0,32.4,9.0,11.0,81.8,13.0,39.0,52.0,27.0,15.0,8.0,12.0,23.0,14.0,1.0,2024
22300278,2023-12-01,regular,1610612740,NOP,NOP,SAS,48.0,121.0,42.0,85.0,49.4,10.0,31.0,32.3,27.0,29.0,93.1,10.0,32.0,42.0,26.0,12.0,8.0,6.0,15.0,15.0,1.0,2024
22300278,2023-12-01,regular,1610612759,SAS,NOP,SAS,48.0,106.0,38.0,83.0,45.8,16.0,39.0,41.0,14.0,17.0,82.4,8.0,31.0,39.0,28.0,20.0,5.0,5.0,21.0,-15.0,0.0,2024
22300279,2023-12-01,regular,1610612743,DEN,PHX,DEN,48.0,119.0,50.0,88.0,56.8,12.0,32.0,37.5,7.0,12.0,58.3,4.0,28.0,32.0,38.0,9.0,8.0,4.0,21.0,8.0,1.0,2024
22300279,2023-12-01,regular,1610612756,PHX,PHX,DEN,48.0,111.0,39.0,84.0,46.4,9.0,27.0,33.3,24.0,26.0,92.3,8.0,35.0,43.0,22.0,12.0,4.0,9.0,17.0,-8.0,0.0,2024
22300280,2023-12-02,regular,1610612744,GSW,LAC,GSW,48.0,112.0,38.0,86.0,44.2,17.0,43.0,39.5,19.0,24.0,79.2,6.0,36.0,42.0,31.0,15.0,5.0,4.0,15.0,-1.0,0.0,2024
22300280,2023-12-02,regular,1610612746,LAC,LAC,GSW,48.0,113.0,44.0,90.0,48.9,13.0,39.0,33.3,12.0,14.0,85.7,5.0,35.0,40.0,31.0,11.0,5.0,6.0,21.0,1.0,1.0,2024
22300281,2023-12-02,regular,1610612766,CHA,CHA,MIN,48.0,117.0,44.0,91.0,48.4,12.0,25.0,48.0,17.0,19.0,89.5,10.0,26.0,36.0,29.0,8.0,6.0,4.0,22.0,-6.0,0.0,2024
22300281,2023-12-02,regular,1610612750,MIN,CHA,MIN,48.0,123.0,43.0,84.0,51.2,11.0,31.0,35.5,26.0,30.0,86.7,10.0,31.0,41.0,26.0,11.0,5.0,3.0,16.0,6.0,1.0,2024
22300282,2023-12-02,regular,1610612751,BKN,BKN,ORL,48.0,129.0,46.0,91.0,50.5,14.0,34.0,41.2,23.0,31.0,74.2,14.0,43.0,57.0,31.0,11.0,4.0,8.0,21.0,28.0,1.0,2024
22300282,2023-12-02,regular,1610612753,ORL,BKN,ORL,48.0,101.0,35.0,88.0,39.8,9.0,29.0,31.0,22.0,27.0,81.5,8.0,29.0,37.0,24.0,11.0,3.0,5.0,27.0,-28.0,0.0,2024
22300283,2023-12-02,regular,1610612739,CLE,DET,CLE,48.0,110.0,44.0,89.0,49.4,10.0,30.0,33.3,12.0,18.0,66.7,8.0,35.0,43.0,25.0,11.0,11.0,1.0,18.0,9.0,1.0,2024
22300283,2023-12-02,regular,1610612765,DET,DET,CLE,48.0,101.0,39.0,83.0,47.0,8.0,30.0,26.7,15.0,23.0,65.2,10.0,39.0,49.0,24.0,16.0,9.0,3.0,20.0,-9.0,0.0,2024
22300284,2023-12-02,regular,1610612754,IND,MIA,IND,48.0,144.0,56.0,85.0,65.9,16.0,32.0,50.0,16.0,20.0,80.0,3.0,29.0,32.0,35.0,10.0,4.0,8.0,24.0,15.0,1.0,2024
22300284,2023-12-02,regular,1610612748,MIA,MIA,IND,48.0,129.0,48.0,89.0,53.9,12.0,25.0,48.0,21.0,24.0,87.5,6.0,22.0,28.0,27.0,12.0,3.0,1.0,22.0,-15.0,0.0,2024
22300285,2023-12-02,regular,1610612741,CHI,CHI,NOP,48.0,124.0,48.0,88.0,54.5,17.0,40.0,42.5,11.0,15.0,73.3,12.0,29.0,41.0,32.0,13.0,6.0,8.0,21.0,6.0,1.0,2024
22300285,2023-12-02,regular,1610612740,NOP,CHI,NOP,48.0,118.0,41.0,82.0,50.0,8.0,25.0,32.0,28.0,35.0,80.0,13.0,26.0,39.0,20.0,12.0,10.0,1.0,17.0,-6.0,0.0,2024
22300286,2023-12-02,regular,1610612737,ATL,MIL,ATL,48.0,121.0,45.0,101.0,44.6,15.0,38.0,39.5,16.0,21.0,76.2,15.0,25.0,40.0,23.0,11.0,11.0,4.0,14.0,-11.0,0.0,2024
22300286,2023-12-02,regular,1610612749,MIL,MIL,ATL,48.0,132.0,53.0,89.0,59.6,14.0,33.0,42.4,12.0,15.0,80.0,8.0,36.0,44.0,33.0,16.0,5.0,6.0,19.0,11.0,1.0,2024
22300287,2023-12-02,regular,1610612742,DAL,DAL,OKC,48.0,120.0,39.0,87.0,44.8,19.0,52.0,36.5,23.0,35.0,65.7,15.0,32.0,47.0,26.0,16.0,5.0,12.0,21.0,-6.0,0.0,2024
22300287,2023-12-02,regular,1610612760,OKC,DAL,OKC,48.0,126.0,44.0,100.0,44.0,20.0,44.0,45.5,18.0,22.0,81.8,16.0,34.0,50.0,24.0,13.0,8.0,5.0,24.0,6.0,1.0,2024
22300288,2023-12-02,regular,1610612763,MEM,PHX,MEM,48.0,109.0,39.0,86.0,45.3,9.0,31.0,29.0,22.0,24.0,91.7,8.0,32.0,40.0,14.0,17.0,9.0,8.0,31.0,-7.0,0.0,2024
22300288,2023-12-02,regular,1610612756,PHX,PHX,MEM,48.0,116.0,36.0,83.0,43.4,9.0,26.0,34.6,35.0,43.0,81.4,12.0,32.0,44.0,24.0,17.0,10.0,5.0,21.0,7.0,1.0,2024
22300289,2023-12-02,regular,1610612757,POR,UTA,POR,53.0,113.0,38.0,95.0,40.0,13.0,40.0,32.5,24.0,27.0,88.9,11.0,29.0,40.0,17.0,11.0,11.0,5.0,20.0,-5.0,0.0,2024
22300289,2023-12-02,regular,1610612762,UTA,UTA,POR,53.0,118.0,46.0,94.0,48.9,7.0,34.0,20.6,19.0,24.0,79.2,16.0,40.0,56.0,27.0,18.0,5.0,11.0,21.0,5.0,1.0,2024
